recipe_name,total_time,servings,yield,ingredients,directions,rating,url,nutrition,timing,processed_ingredients_directions,processed_ingredients
Frog Eye Salad,575,10,missing,"1 ¾ cups unsweetened pineapple juice, 1 cup white sugar, 2  eggs, beaten, 2 tablespoons all-purpose flour, 2 ½ teaspoons salt, divided, 1 tablespoon lemon juice, 1 tablespoon vegetable oil, 1 (16 ounce) package acini di pepe pasta, 3 (11 ounce) cans mandarin oranges, drained, 2 (20 ounce) cans pineapple tidbits, drained, 1 (20 ounce) can crushed pineapple, drained, 1 (8 ounce) container frozen whipped topping, thawed, 1 cup miniature marshmallows, 1 cup shredded coconut","Combine pineapple juice, sugar, eggs, flour, and 1/2 teaspoon salt in a saucepan. Stir and cook over medium heat until thickened. Remove from heat; stir in lemon juice. Let cool to room temperature, about 1 hour.
Bring a large pot of water to a boil; add oil and remaining 2 teaspoons salt. Add pasta and cook until al dente, 5 to 7 minutes. Drain and rinse under cold water.
Combine cooked pasta, cooled egg mixture, mandarin oranges, pineapple tidbits, crushed pineapple, and whipped topping in a large bowl; mix well. Refrigerate until chilled, 8 hours to overnight.
Before serving, add marshmallows and coconut; toss and serve.









",4.6,https://www.allrecipes.com/recipe/14439/frog-eye-salad/,"Total Fat 11g 14%, Saturated Fat 7g 37%, Cholesterol 37mg 12%, Sodium 648mg 28%, Total Carbohydrate 114g 41%, Dietary Fiber 4g 14%, Total Sugars 75g, Protein 9g, Vitamin C 30mg 150%, Calcium 55mg 4%, Iron 3mg 18%, Potassium 388mg 8%","Prep Time: 15 mins, Cook Time: 20 mins, Additional Time: 9 hrs, Total Time: 9 hrs 35 mins, Servings: 10",  al   medium   ounce combine thicken salt teaspoon white    coconut water add cook thaw overnight   pot beat cup salt flour mixture crush marshmallow refrigerate pineapple allpurpose remain   can pepe tablespoon di cup heat   vegetable orange egg freeze let   heat topping stir pasta salt coconut top cool serve toss unsweetene drain dente oil pasta   cold   temperature lemon container shred juice divide    egg water marshmallow package sugar minutes rinse juice pineapple chill large acini saucepan bowl teaspoon whip serve boil hour cool   drain   hour mandarin cook room oil bring remove tablespoon mix tidbit miniature,cup unsweetene pineapple juice white sugar egg beat tablespoon allpurpose flour teaspoon salt divide lemon vegetable oil ounce package acini di pepe pasta can mandarin orange drain tidbit crush container frozen whip topping thaw miniature marshmallow shred coconut
Air Fryer Lobster Tails with Lemon-Garlic Butter,20,2,2 lobster tails,"2 (4 ounce) lobster tails, 4 tablespoons butter, 1 teaspoon lemon zest, 1 clove garlic, grated,   salt and ground black pepper to taste, 1 teaspoon chopped fresh parsley, 2 wedges lemon","Preheat an air fryer to 380 degrees F (195 degrees C).
Butterfly lobster tails by cutting lengthwise through the centers of the hard top shells and meat with kitchen shears. Cut to, but not through, the bottoms of the shells. Spread tail halves apart. Place tails in the air fryer basket with lobster meat facing up.
Melt butter in a small saucepan over medium heat. Add lemon zest and garlic; heat until garlic is fragrant, about 30 seconds.
Transfer 2 tablespoons of butter mixture to a small bowl and brush onto lobster tails; discard any remaining brushed butter to avoid contamination from uncooked lobster. Season lobster with salt and pepper.
Cook in the preheated air fryer until lobster meat is opaque, 5 to 7 minutes.
Spoon reserved butter from the saucepan over lobster meat. Top with parsley and serve with lemon wedges.",4.7,https://www.allrecipes.com/recipe/276006/air-fryer-lobster-tails-with-lemon-garlic-butter/,"Total Fat 26g 33%, Saturated Fat 16g 80%, Cholesterol 129mg 43%, Sodium 590mg 26%, Total Carbohydrate 3g 1%, Dietary Fiber 1g 3%, Total Sugars 0g, Protein 18g, Vitamin C 13mg 65%, Calcium 73mg 6%, Iron 1mg 3%, Potassium 340mg 7%","Prep Time: 10 mins, Cook Time: 10 mins, Total Time: 20 mins, Servings: 2, Yield: 2 lobster tails",butter opaque clove mixture avoid medium ounce lengthwise salt   place z serve add preheat ground cook fryer contamination tail garlic spoon c cut butter fresh face tail uncooked chop saucepan small reserve shell f degrees parsley meat wedge second brush meat remain shell   bowl season black cut transfer garlic half heat parsley shear tail fragrant z heat air butterfly   center pepper   lemon brush   tail apart melt garlic minute lobster discard grate wedge taste teaspoon spread preheat   pepper    kitchen lobster hard   tablespoons basket bottom,ounce lobster tail tablespoon butter teaspoon lemon z clove garlic grate salt ground black pepper taste chop fresh parsley wedge
Baked Fish Fillets,30,6,missing,"1 tablespoon vegetable oil, or to taste, 2 pounds mackerel fillets, 1 teaspoon salt, ⅛ teaspoon ground black pepper, ¼ cup butter, melted, 2 tablespoons lemon juice, ⅛ teaspoon ground paprika","Preheat the oven to 350 degrees F (175 degrees C). Grease a baking pan with vegetable oil.
Place mackerel fillets in the baking pan; season with salt and pepper.
Mix butter, lemon juice, and paprika together in a bowl. Pour over mackerel fillets.
Bake in the preheated oven until fish flakes easily with a fork, 20 to 25 minutes.",4.7,https://www.allrecipes.com/recipe/256349/baked-fish-fillets/,"Total Fat 31g 40%, Saturated Fat 10g 51%, Cholesterol 109mg 36%, Sodium 540mg 23%, Total Carbohydrate 1g 0%, Total Sugars 0g, Protein 28g, Vitamin C 3mg 14%, Calcium 21mg 2%, Iron 2mg 11%, Potassium 484mg 10%","Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 6",oil pound bake     mackerel salt salt    f   degree pour taste teaspoon fillet preheat oven flake place paprika preheat ground baking   pepper fillet pepper lemon   c tablespoon butter black   grease cup season melt fork bowl fillet fish pan easily vegetable oil tablespoon pan mix minute   juice,tablespoon vegetable oil taste pound mackerel fillet teaspoon salt ground black pepper cup butter melt lemon juice paprika
Vietnamese Grilled Lemongrass Chicken,40,4,missing,"2 tablespoons canola oil, 2 tablespoons finely chopped lemongrass, 1 tablespoon lemon juice, 2 teaspoons soy sauce, 2 teaspoons light brown sugar, 2 teaspoons minced garlic, 1 teaspoon fish sauce, 1 ½ pounds chicken thighs, or more to taste, pounded to an even thickness","Mix together canola oil, lemongrass, lemon juice, soy sauce, brown sugar, garlic, and fish sauce in a glass bowl until sugar is dissolved; add chicken and turn to coat in marinade.
Marinate chicken in the refrigerator for 20 minutes to 1 hour.
Preheat grill for medium heat and lightly oil the grate.
Remove chicken thighs from marinade; shake to remove excess. Discard remaining marinade.
Cook chicken on the preheated grill until no longer pink in the center and juices run clear, 3 to 5 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).











Allrecipes
",4.6,https://www.allrecipes.com/recipe/241607/vietnamese-grilled-lemongrass-chicken/,"Total Fat 19g 24%, Saturated Fat 4g 19%, Cholesterol 105mg 35%, Sodium 339mg 15%, Total Carbohydrate 4g 1%, Dietary Fiber 0g 0%, Total Sugars 2g, Protein 29g, Vitamin C 2mg 11%, Calcium 21mg 2%, Iron 2mg 9%, Potassium 303mg 6%","Prep Time: 10 mins, Cook Time: 10 mins, Additional Time: 20 mins, Total Time: 40 mins, Servings: 4",thickness medium   teaspoon    run turn thigh add preheat cook marinade pink garlic marinate brown thermometer c chop fish grill soy sauce marinade lemongrass f glass degree allrecipe sugar canola remain bowl instantread tablespoon dissolve lightly coat juice sauce center long grate heat clear   finely oil   chicken lemon pound refrigerator light mince sugar juice   pound discard read taste teaspoon shake preheat   minute hour thigh    oil remove tablespoon insert mix excess,tablespoon canola oil finely chop lemongrass lemon juice teaspoon soy sauce light brown sugar mince garlic fish pound chicken thigh taste thickness
Orange Crush! Fresh Squeezed Orange and Vodka Cocktail,10,1,1 cocktail,"2 cups ice cubes, or as needed, 2 fluid ounces orange-flavored vodka, 1 fluid ounce triple sec liqueur, 2  Valencia oranges, juiced, 1 splash lemon-lime soda (such as Sprite®), 1 slice orange ","Fill a pint glass with ice cubes. Pour in orange-flavored vodka, triple sec, and orange juice, then top with lemon-lime soda. Mix well and garnish with orange slice.









",4.7,https://www.allrecipes.com/recipe/233937/orange-crush-fresh-squeezed-orange-and-vodka-cocktail/,"Total Fat 0g 1%, Saturated Fat 0g 1%, Sodium 7mg 0%, Total Carbohydrate 35g 13%, Dietary Fiber 1g 3%, Total Sugars 27g, Protein 1g, Vitamin C 90mg 451%, Calcium 24mg 2%, Iron 0mg 2%, Potassium 361mg 8%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1, Yield: 1 cocktail",sec garnish liqueur sprite   slice cube glass pour orange vodka ounce soda cube   soda pint ounce splash valencia slice triple fill   juice fluid cup lemonlime orange sec ice need mix orangeflavore juice,cup ice cube need fluid ounce orangeflavore vodka triple sec liqueur valencia orange juiced splash lemonlime soda sprite slice
The Ultimate Berry Crumble,85,8,1 2-quart baking dish,"2 cups all-purpose flour, ¾ cup white sugar, ¾ teaspoon baking powder, ¼ teaspoon fine salt, ¾ cup frozen unsalted butter, 2 large egg yolks, 1 ½ teaspoons vanilla extract, 1 teaspoon apple cider vinegar, or as needed","Preheat the oven to 375 degrees F (190 degrees C).
Make crumble: Combine flour, sugar, baking powder, and salt in a large bowl. Whisk until thoroughly combined. Grate in frozen butter, stopping occasionally to toss butter into flour mixture until coated.
Stir in egg yolks and vanilla with a fork until egg is mostly absorbed. Add 1 teaspoon vinegar; mix briefly. Use your hands to finish mixing, squeezing until clumps form, but mixture remains mostly dry. Add more vinegar if needed. Set crumble aside.
Make filling: Combine blueberries, raspberries, and blackberries in another large bowl. Add sugar, cornstarch, lemon juice, lemon zest, and cayenne pepper. Mix until well combined and sugar and cornstarch are mostly dissolved.
Place about 1/2 of the crumble mixture into the bottom of a 2-quart baking dish. Press mixture down using a flat cup until well compacted. Spread berry filling on top. Sprinkle remaining crumble mixture over berries, squeezing some of the crumble into clumps.
Bake in the preheated oven until top is beautifully browned and berry filling bubbles, 40 to 45 minutes. Let cool to room temperature before serving, about 30 minutes.











Chef John
",4.8,https://www.allrecipes.com/recipe/264590/the-ultimate-berry-crumble/,"Total Fat 19g 24%, Saturated Fat 11g 57%, Cholesterol 97mg 32%, Sodium 124mg 5%, Total Carbohydrate 58g 21%, Dietary Fiber 3g 12%, Total Sugars 31g, Protein 5g, Vitamin C 10mg 52%, Calcium 51mg 4%, Iron 2mg 11%, Potassium 114mg 2%","Prep Time: 15 mins, Cook Time: 40 mins, Additional Time: 30 mins, Total Time: 1 hrs 25 mins, Servings: 8, Yield: 1 2-quart baking dish",butter    thoroughly mixture extract absorb clump blackberry combine remain salt teaspoon white     place add preheat combine berry quart vinegar c butter briefly hand   john   cups combine flour crumble clump raspberry fork f degree compacted aside powder stop sugar blueberry allpurpose fine form remain cup cornstarch whisk frozen vanilla crumble grate   let squeeze vinegar dish stir salt zest cool toss oven yolk fill bake   pepper yolk need lemon cayenne chef flat unsalte coat    egg dry cornstarch mix sugar sprinkle minute juice bubble bake flour occasionally brown finish large spread teaspoon filling preheat use need vinegar serve cider press   bowl temperature   dissolve room beautifully   set mix berry apple,cup allpurpose flour white sugar teaspoon bake powder fine salt freeze unsalted butter large egg yolk vanilla extract apple cider vinegar need
Mandarin Orange Cake,110,18,1 9x13-inch cake,"1 (15.25 ounce) package yellow cake mix, 1 (11 ounce) can mandarin orange segments, 4 large eggs, 1 cup vegetable oil, 1 (20 ounce) can crushed pineapple with juice, 1 (8 ounce) container frozen whipped topping, thawed, 1 (3.5 ounce) package instant vanilla pudding mix","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking pan.
Combine cake mix, mandarin oranges with juice, eggs, and oil in a large bowl; beat with an electric mixer until smooth. Pour batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 35 to 40 minutes. Set aside to cool for at least 30 minutes.
Beat pineapple with juice, whipped topping, and dry pudding mix together in a large bowl until blended. Spread on cooled cake.",4.6,https://www.allrecipes.com/recipe/8101/mandarin-orange-cake-i/,"Total Fat 20g 26%, Saturated Fat 5g 26%, Cholesterol 42mg 14%, Sodium 287mg 12%, Total Carbohydrate 38g 14%, Dietary Fiber 1g 3%, Total Sugars 27g, Protein 3g, Vitamin C 6mg 32%, Calcium 52mg 4%, Iron 1mg 4%, Potassium 93mg 2%","Prep Time: 20 mins, Cook Time: 1 hrs, Additional Time: 30 mins, Total Time: 1 hrs 50 mins, Servings: 18, Yield: 1 9x13-inch cake",  ounce combine   xinch preheat thawed pudding mixer c   prepared electric mix f cake crush degree beat pineapple batter   instant bowl cup   vegetable egg frozen vanilla segment   center clean topping cake cool pour orange oven orange oil bake   pan container smooth minute package dry juice bake come flour toothpick large bowl spread preheat whip set yellow aside cool grease   mandarin blend     oil   insert mix,ounce package yellow cake mix mandarin orange segment large egg cup vegetable oil crush pineapple juice container frozen whip topping thaw instant vanilla pudding
"Warm Lemon, Honey, and Ginger Soother",10,4,4 cups,"¼ cup honey, or to taste, 1  lemon, juiced, 1 tablespoon finely grated ginger root, ¼ teaspoon ground cinnamon, 3 ½ cups boiling water","Place honey, lemon juice, ginger, and cinnamon in a teapot or 4-cup glass measuring beaker with spout. Pour boiling water over mixture; stir until honey is dissolved.
Cover the teapot and let steep for 5 minutes. The ginger should sink to the bottom but may be strained while pouring into a mug.",5.0,https://www.allrecipes.com/recipe/256236/warm-lemon-honey-and-ginger-soother/,"Total Fat 0g 0%, Sodium 8mg 0%, Total Carbohydrate 21g 8%, Dietary Fiber 2g 5%, Total Sugars 17g, Protein 0g, Vitamin C 22mg 109%, Calcium 26mg 2%, Iron 0mg 2%, Potassium 60mg 1%","Prep Time: 5 mins, Additional Time: 5 mins, Total Time: 10 mins, Servings: 4, Yield: 4 cups",honey cover ginger    cinnamon beaker cup stir   sink root mixture finely glass pour taste teaspoon    juice honey place mug ground lemon tablespoon ginger    cup pour juice cinnamon strain steep cup lemon water dissolve measure spout teapot grate let minute boil,cup honey taste lemon juice tablespoon finely grate ginger root teaspoon ground cinnamon boiling water
Candied Lemon Peel,100,15,missing,"3  lemons, 8 cups cold water, or as needed, 2 cups white sugar, or as needed","Cut lemons into slices about 1/4-inch thick and remove the fruit pulp. Cut the rings in half so the peels are in long strips.
Bring water and lemon peels to a boil in a small pan. Drain water, and repeat with fresh cold water. Repeat the boiling step three times (see Editor's Note). Drain and set peels aside.
Combine 2 cups fresh water with 2 cups sugar. Bring to a boil, stirring to dissolve the sugar. Reduce heat to low and stir in citrus peels; simmer until the white pith is translucent. Store peels in syrup, refrigerated, to keep them soft, or allow them to dry. Toss dry candied peels in additional sugar and store in an airtight container at room temperature.",4.5,https://www.allrecipes.com/recipe/56693/candied-lemon-peel/,"Total Fat 0g 0%, Sodium 4mg 0%, Total Carbohydrate 29g 11%, Dietary Fiber 1g 4%, Total Sugars 27g, Protein 0g, Vitamin C 17mg 83%, Calcium 17mg 1%, Iron 0mg 1%, Potassium 33mg 1%","Prep Time: 10 mins, Cook Time: 1 hrs, Additional Time: 30 mins, Total Time: 1 hrs 40 mins, Servings: 15",boil   combine white half water pith strip translucent low time fruit cut note fresh cup small simmer boiling slice store repeat sugar aside lemon dissolve lemon thick sugar peels   syrup refrigerate inch water heat stir toss stir editor airtight   cold ring soft need lemon peels pan step container additional dry water sugar dry temperature candy boil long pulp citrus reduce drain room bring need remove allow set,lemon cup cold water need white sugar
Baked Salmon in Foil,40,6,missing,"½ cup olive oil, 5 cloves cloves garlic, minced or pressed through a garlic press, 2 ½ tablespoons fresh lemon juice, or more to taste, 1 tablespoon brown sugar, 1 teaspoon dried oregano, 1 teaspoon dried thyme,   salt and freshly ground black pepper to taste,   aluminum foil, 1 teaspoon olive oil, 1 (3 pound) salmon fillet, ¼ cup chopped fresh parsley, 1  lemon, sliced","Preheat the oven to 375 degrees F (190 degrees C).
Combine 1/2 cup olive oil, garlic, lemon juice, brown sugar, oregano, thyme, salt, and pepper in a bowl.
Place a large piece of aluminum foil on a baking sheet and brush with 1 teaspoon olive oil. Place salmon, skin-side down, in the middle of the foil. Drizzle with olive oil mixture. Fold up the edges of the foil over salmon to create a packet, making sure to seal the edges.
Bake in the preheated oven until fish flakes easily with a fork, 20 to 25 minutes. Garnish with fresh parsley and lemon slices.",4.5,https://www.allrecipes.com/recipe/263217/baked-salmon-in-foil/,"Total Fat 26g 34%, Saturated Fat 5g 23%, Cholesterol 96mg 32%, Sodium 131mg 6%, Total Carbohydrate 6g 2%, Dietary Fiber 1g 4%, Total Sugars 2g, Protein 42g, Vitamin C 24mg 121%, Calcium 109mg 8%, Iron 2mg 11%, Potassium 827mg 18%","Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 6",oil    olive combine salt slice fillet salmon    place preheat ground oregano garlic c brown fresh chop fish   press slice sure edge sheet f degree parsley mixture brush skinside   salmon tablespoon press black cup create garlic   edge garnish parsley salt foil   freshly dry oven oil bake   aluminum lemon middle fork mince sugar minute juice bake   seal pound piece make large taste teaspoon preheat flake drizzle clove pepper foil packet    bowl easily lemon oil   tablespoon thyme foil fold,cup olive oil clove garlic mince press tablespoon fresh lemon juice taste brown sugar teaspoon dry oregano thyme salt freshly ground black pepper aluminum foil pound salmon fillet chop parsley slice
